pID,condition,section,seenRed,seenBlue,e0,e10,e20,e30,e40,e50,e60,e70,e80,e90,e100,age,gender,botCheck,time,chipsOrder,actuallyEstimated
237,estimated,posterior,4,1,0.0059,0.0007,0.0007,0.0007,0.0007,0.0007,0.0997,0.8036,0.0859,0.0007,0.0007,31,female,1,167.49,22212,1
238,given,posterior,4,1,0,0,0,0,0.0163,0.1149,0.1925,0.5563,0.0767,0.0433,0,20,male,1,322.25,22212,1
239,estimated,prior,4,1,0.0484,0.0666,0.0939,0.1183,0.1495,0.204,0.1383,0.0738,0.052,0.0361,0.0191,22,male,1,123.05,12222,1
239,estimated,posterior,4,1,0.0214,0.0336,0.0421,0.0511,0.1064,0.2168,0.2569,0.1682,0.0696,0.0248,0.0089,22,male,1,123.05,12222,1
240,given,posterior,4,1,0.0133,0.0233,0.0567,0.0989,0.182,0.2581,0.1711,0.0966,0.0567,0.03,0.0133,23,male,1,99.34,22122,1
241,estimated,prior,4,1,0.0044,0.1615,0.1726,0.0575,0.0774,0.0553,0.0332,0.104,0.0686,0.1106,0.1549,29,female,1,105.47,21222,0
241,estimated,posterior,4,1,0.0088,0.129,0.0707,0.1431,0.0336,0.0265,0.1625,0.0936,0.053,0.106,0.1731,29,female,1,105.47,21222,0
242,given,posterior,4,1,0.0015,0.04,0.07,0.0948,0.124,0.2052,0.1775,0.1298,0.1023,0.0539,0.001,20,male,1,263.8,12222,1
243,estimated,prior,4,1,0.0133,0.0388,0.0755,0.1184,0.1478,0.2214,0.1368,0.0963,0.0881,0.0535,0.01,25,male,1,150.08,22212,1
243,estimated,posterior,4,1,0.0011,0.0468,0.0534,0.0675,0.0788,0.089,0.1701,0.2361,0.1772,0.0778,0.0021,25,male,1,150.08,22212,1
244,given,posterior,4,1,0,0.0266,0.0463,0.1211,0,0.1349,0.007,0.0365,0.4985,0,0.129,31,female,1,280.62,22122,1
245,estimated,prior,4,1,0.0167,0.0167,0.115,0.0195,0.0167,0.1623,0.2367,0.0383,0.1198,0.1948,0.0634,38,female,0,268.55,22221,1
245,estimated,posterior,4,1,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.89,38,female,0,268.55,22221,1
246,given,posterior,4,1,0.0032,0.0426,0.0822,0.0993,0.1366,0.1659,0.1935,0.149,0.0798,0.0455,0.0025,22,female,1,250.22,22221,1
247,given,posterior,4,1,0.1418,0.0925,0.1376,0.071,0.1131,0.0778,0.0707,0.0227,0.1698,0.0001,0.1028,38,female,1,398.48,12222,1
248,estimated,prior,4,1,0.0002,0.0019,0.0026,0.0907,0.0942,0.4928,0.1012,0.1067,0.1067,0.0021,0.0009,21,female,1,189.94,22212,1
248,estimated,posterior,4,1,0.0074,0.0074,0.0028,0.0074,0.0919,0.095,0.1028,0.499,0.0894,0.0895,0.0074,21,female,1,189.94,22212,1
249,given,posterior,4,1,0.0323,0.0323,0.0323,0.0323,0.0323,0.1442,0.2448,0.2433,0.1419,0.0323,0.0323,39,female,1,402.98,22122,1
250,given,posterior,4,1,0.0006,0.0231,0.064,0.1115,0.1477,0.2866,0.1454,0.1145,0.0793,0.0249,0.0024,25,male,1,128.4,21222,1
251,estimated,prior,4,1,0.0203,0.0203,0.7994,0.0226,0.022,0.0218,0.02,0.0212,0.0284,0.021,0.003,24,female,1,176.22,22212,1
251,estimated,posterior,4,1,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.0117,0.8024,0.0926,0.0117,0.0117,24,female,1,176.22,22212,1
252,estimated,prior,4,1,0.006,0.006,0.1085,0.1106,0.1834,0.3891,0.095,0.0784,0.011,0.006,0.006,20,female,1,317.17,22212,1
252,estimated,posterior,4,1,0,0,0,0,0,0.0995,0.1369,0.2328,0.3341,0.1967,0,20,female,1,317.17,22212,1
253,given,posterior,4,1,0,0,0.038,0.0478,0.0561,0.157,0.189,0.2287,0.2664,0.017,0,21,female,1,797.57,22212,1
254,estimated,prior,4,1,0,0,0.0233,0.1405,0.2409,0.3786,0.1767,0.04,0,0,0,22,female,1,233.29,22221,1
254,estimated,posterior,4,1,0.0038,0.0038,0.0038,0.0038,0.0333,0.2225,0.3797,0.2807,0.0612,0.0038,0.0038,22,female,1,233.29,22221,1
255,given,posterior,4,1,0.0032,0.0175,0.0123,0.0123,0.0474,0.2984,0.2804,0.1809,0.131,0.0123,0.0043,19,female,1,249.41,12222,1
256,estimated,prior,4,1,0.4967,0.0085,0.0399,0.0085,0.0365,0.1973,0.0085,0.059,0.033,0.0085,0.1038,28,female,1,163.48,22212,1
256,estimated,posterior,4,1,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.0143,0.4133,0.3171,0.1696,0,28,female,1,163.48,22212,1
257,given,posterior,4,1,0.0459,0.12,0.0459,0.0711,0.0459,0.0459,0.0459,0.4415,0.0459,0.0459,0.0459,22,male,1,54.92,21222,1
258,estimated,prior,4,1,0.0826,0.1351,0.0319,0.1407,0.1163,0.1051,0.0375,0.0507,0.152,0.1351,0.0131,30,female,1,331.53,22212,0
258,estimated,posterior,4,1,0.1254,0.0795,0.1095,0.1466,0.1254,0.1749,0.0159,0.0353,0.1555,0.0194,0.0124,30,female,1,331.53,22212,0
259,estimated,prior,4,1,0.013,0.0723,0.0591,0.0575,0.013,0.0923,0.4992,0.0822,0.0855,0.013,0.013,22,female,1,154.51,22212,1
259,estimated,posterior,4,1,0.05,0.05,0.0505,0.05,0.05,0.05,0.05,0.05,0.4995,0.05,0.05,22,female,1,154.51,22212,1
260,given,posterior,4,1,0,0.1006,0.0039,0,0.0015,0,0,0.0002,0,0.8938,0,22,male,1,250.67,22221,1
261,given,posterior,4,1,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0478,0.0956,0.7949,0.0489,0.0003,21,male,1,164.06,22122,1
262,given,posterior,4,1,0.0055,0.0255,0.0342,0.0513,0.0855,0.1619,0.2315,0.194,0.1273,0.0567,0.0267,20,male,1,241.61,22122,1
263,given,posterior,4,1,0.1117,0.0159,0.0007,0.0007,0.0585,0.0936,0.5918,0.0007,0.1011,0.0007,0.0245,18,female,1,75.81,22212,1
264,given,posterior,4,1,0.0138,0.0514,0.0138,0.0138,0.0656,0.2394,0.2187,0.2876,0.0138,0.0683,0.0138,24,female,1,171.45,12222,1
265,estimated,prior,4,1,0.0501,0.0567,0.0792,0.0585,0.0368,0.0185,0.0285,0.6124,0.0409,0.0185,0,21,female,1,146.22,22122,1
265,estimated,posterior,4,1,0,0,0.0767,0.17,0.1433,0.0088,0.0351,0.4728,0.0933,0,0,21,female,1,146.22,22122,1
266,estimated,prior,4,1,0.0418,0.2984,0.1959,0.1958,0.1485,0.0376,0.0154,0.0156,0.0156,0.0197,0.0158,22,female,1,166.66,22212,1
266,estimated,posterior,4,1,0.0099,0.0251,0.0326,0.0422,0.0467,0.2081,0.1928,0.1957,0.1138,0.0752,0.0579,22,female,1,166.66,22212,1
267,estimated,prior,4,1,0.0133,0.0133,0.0367,0.1108,0.1933,0.0958,0.2205,0.1962,0.0933,0.0133,0.0133,27,female,1,522.59,12222,1
267,estimated,posterior,4,1,0,0,0,0,0,0,0.1957,0.4077,0.3967,0,0,27,female,1,522.59,12222,1
268,given,posterior,4,1,0.0155,0.0316,0.049,0.0553,0.1173,0.137,0.1437,0.1608,0.1432,0.0869,0.0598,29,nonbinary,1,215.61,22212,1
269,given,posterior,4,1,0.0042,0.0566,0.078,0.1111,0.1561,0.2077,0.1581,0.1031,0.0776,0.0445,0.003,21,female,1,221.73,22212,1
270,given,posterior,4,1,0.0326,0.0562,0.0647,0.0658,0.0893,0.1032,0.1848,0.2125,0.0952,0.095,0.0007,29,male,1,155.65,22122,1
271,given,posterior,4,1,0.0499,0.0499,0.0499,0.0499,0.0499,0.0518,0.0499,0.4947,0.0499,0.0547,0.0499,25,female,1,273.77,22122,1
272,given,posterior,4,1,0.0193,0.0193,0.0193,0.0193,0.0193,0.0193,0.0193,0.0193,0.0193,0.0193,0.8067,25,male,1,679.15,22212,1
273,given,posterior,4,1,0.0379,0.0533,0.0761,0.0975,0.12,0.1467,0.1818,0.1112,0.0788,0.0587,0.0379,20,female,1,302.14,22212,1
274,estimated,prior,4,1,0.0907,0.1957,0.0821,0.1044,0.0187,0.0033,0.1456,0.1079,0.137,0.1079,0.0067,30,female,1,237.72,22212,1
274,estimated,posterior,4,1,0.0527,0,0,0.0554,0,0.058,0.0344,0.0029,0,0,0.7967,30,female,1,237.72,22212,1
275,estimated,prior,4,1,0,0,0.3977,0,0,0.2941,0,0.0973,0.0246,0.0394,0.147,28,male,1,402.22,21222,1
275,estimated,posterior,4,1,0,0,0.2488,0.2468,0.2447,0.0963,0.0119,0,0.0649,0.0061,0.0806,28,male,1,402.22,21222,1
276,estimated,prior,4,1,0.0906,0.0901,0.0929,0.0904,0.0911,0.0899,0.0901,0.0914,0.0876,0.0931,0.0928,24,female,1,216.55,22221,1
276,estimated,posterior,4,1,0,0,0,0,0.0351,0.1383,0.154,0.1672,0.3755,0.13,0,24,female,1,216.55,22221,1
277,given,posterior,4,1,0.0913,0.0791,0.0645,0.0694,0.2037,0.4504,0.0256,0.004,0.004,0.004,0.004,27,female,1,250.43,22122,1
278,estimated,prior,4,1,0.0365,0.1929,0.0365,0.0365,0.0383,0.0424,0.0365,0.1289,0.2933,0.1217,0.0365,20,female,1,237.3,22122,1
278,estimated,posterior,4,1,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0215,0.7955,0.0203,0.0203,20,female,1,237.3,22122,1
279,given,posterior,4,1,0.0026,0.0459,0.0669,0.0946,0.1431,0.2417,0.1889,0.1278,0.058,0.0283,0.0023,25,female,1,298.68,21222,1
280,given,posterior,4,1,0.0573,0.0554,0.0631,0.079,0.0869,0.1366,0.094,0.0667,0.0926,0.1155,0.153,19,male,1,165.18,12222,1
281,estimated,prior,4,1,0.0013,0.0167,0.0745,0.1244,0.1596,0.2567,0.1559,0.1208,0.0731,0.0156,0.0013,19,female,1,300.21,22221,1
281,estimated,posterior,4,1,0.0019,0.0128,0.0579,0.1002,0.171,0.3019,0.1755,0.0966,0.0621,0.0182,0.0019,19,female,1,300.21,22221,1
282,estimated,prior,4,1,0.04,0.0413,0.04,0.04,0.5959,0.04,0.04,0.04,0.04,0.04,0.0428,18,male,1,146.43,12222,1
282,estimated,posterior,4,1,0,0.0019,0,0,0,0,0,0,0.9981,0,0,18,male,1,146.43,12222,1
283,given,posterior,4,1,0.0017,0.0099,0.0374,0.0789,0.1061,0.1382,0.1609,0.1725,0.2244,0.07,0,24,male,1,466.46,22221,1
284,estimated,prior,4,1,0,0,0,0,0,0.2541,0.1507,0.3019,0.1967,0.0967,0,24,male,1,703.91,22221,1
284,estimated,posterior,4,1,0.0007,0.0034,0.0007,0.0007,0.9906,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,24,male,1,703.91,22221,1
285,given,posterior,4,1,0.0618,0.0618,0.0618,0.0783,0.1344,0.165,0.1608,0.0819,0.0704,0.0618,0.0618,47,female,1,968.93,22212,1
286,given,posterior,4,1,0.0022,0.0013,0,0.0033,0.0267,0.0333,0.0903,0.1907,0.4122,0.1808,0.0592,32,male,1,229.49,12222,1
287,estimated,prior,4,1,0.0689,0.0377,0.3708,0.0932,0.0793,0.1113,0.0776,0.0672,0.0342,0.0568,0.003,25,female,1,132.33,22212,1
287,estimated,posterior,4,1,0,0.0443,0,0.0003,0,0.1221,0.1201,0.1991,0.3996,0.0842,0.0303,25,female,1,132.33,22212,1
288,estimated,prior,4,1,0.0952,0.0872,0.0872,0.0887,0.0897,0.0901,0.0905,0.092,0.0937,0.0932,0.0925,25,male,1,269.89,22122,1
288,estimated,posterior,4,1,0.0012,0.0012,0.0029,0.0006,0.0763,0.1092,0.1436,0.1694,0.405,0.0902,0.0003,25,male,1,269.89,22122,1
289,estimated,prior,4,1,0.0109,0.0468,0.1094,0.0109,0.162,0.2186,0.271,0.0768,0.0567,0.0259,0.0109,22,female,1,179.96,12222,1
289,estimated,posterior,4,1,0.0013,0.0103,0.0013,0.0013,0.0013,0.0934,0.0013,0.0247,0.0844,0.6997,0.0808,22,female,1,179.96,12222,1
290,estimated,prior,4,1,0.0548,0.0255,0.1256,0.0548,0.0548,0.007,0.0548,0.4586,0.0548,0.0548,0.0548,22,female,1,128.77,22221,1
290,estimated,posterior,4,1,0.0181,0.0433,0.1227,0.0278,0.0258,0.0336,0.053,0,0.5917,0,0.084,22,female,1,128.77,22221,1
291,estimated,prior,4,1,0.0326,0.0981,0.1635,0.2503,0.1268,0.0907,0.0722,0.0614,0.0544,0.0476,0.0024,22,female,1,204,22122,1
291,estimated,posterior,4,1,0.0025,0.0158,0.0158,0.0234,0.0502,0.1067,0.1738,0.2319,0.2836,0.0947,0.0017,22,female,1,204,22122,1
292,estimated,prior,4,1,0.0011,0.0011,0.0112,0.0731,0.2397,0.3416,0.2391,0.0768,0.0141,0.0011,0.0011,24,female,1,209.75,22212,1
292,estimated,posterior,4,1,0,0,0,0,0,0.04,0.1051,0.4737,0.3265,0.0548,0,24,female,1,209.75,22212,1
293,estimated,prior,4,1,0.0117,0.0662,0.2562,0.2974,0.1566,0.0783,0.056,0.0217,0.025,0.0178,0.0132,20,male,1,276.98,22221,1
293,estimated,posterior,4,1,0.01,0.0138,0.0217,0.0267,0.0347,0.0637,0.132,0.1752,0.2918,0.17,0.0604,20,male,1,276.98,22221,1
294,estimated,prior,4,1,0.0005,0.0198,0.0198,0.3377,0.2713,0.2051,0.0838,0.0198,0.0198,0.0198,0.0024,22,female,1,160.57,22122,1
294,estimated,posterior,4,1,0.0063,0.0083,0.0065,0.0142,0.095,0.1593,0.2014,0.2064,0.1544,0.142,0.0063,22,female,1,160.57,22122,1
295,given,posterior,4,1,0.008,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.794,0.022,0.022,24,female,1,181.6,22122,1
296,estimated,prior,4,1,0.0087,0.0087,0.0087,0.4837,0.2908,0.0087,0.1562,0.0087,0.0087,0.0087,0.0087,20,female,1,120.59,12222,1
296,estimated,posterior,4,1,0.1224,0.0003,0.0009,0.0003,0.0003,0.0353,0.0232,0.6269,0.1041,0.0003,0.0859,20,female,1,120.59,12222,1
297,given,posterior,4,1,0.0003,0.0333,0.0467,0.1057,0.1557,0.3945,0.2222,0.0134,0.0134,0.0134,0.0014,23,male,1,431.41,12222,1
298,estimated,prior,4,1,0.0083,0.0391,0.0528,0.0759,0.1059,0.1265,0.2198,0.1287,0.1185,0.0859,0.0386,23,female,1,281.62,22122,1
298,estimated,posterior,4,1,0.0162,0.0162,0.0162,0.0162,0.0558,0.0941,0.2028,0.2874,0.2123,0.0667,0.0162,23,female,1,281.62,22122,1
299,estimated,prior,4,1,0.0293,0.0293,0.0293,0.3776,0.2867,0.1017,0.0293,0.0293,0.0293,0.0293,0.0293,34,female,1,152.07,22221,1
299,estimated,posterior,4,1,0,0,0.0642,0.3833,0.2789,0.1816,0.0919,0,0,0,0,34,female,1,152.07,22221,1
300,given,posterior,4,1,0.0008,0.0188,0.0371,0.0683,0.1179,0.1663,0.2016,0.2433,0.134,0.0087,0.003,20,male,1,293.63,22221,1
