pID,condition,section,seenRed,seenBlue,e0,e10,e20,e30,e40,e50,e60,e70,e80,e90,e100,age,gender,botCheck,time,chipsOrder,actuallyEstimated
324,five,five,4,1,0.1896,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.7954,47,female,1,295.49,22122,1
325,all,five,4,1,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.1491,0.2892,0.4214,0.1352,0.0007,28,male,1,635,22212,1
325,all,prior,0,0,0.0367,0.0719,0.0867,0.1004,0.1217,0.1379,0.1157,0.1123,0.096,0.0841,0.0367,28,male,1,635,,1
325,all,unlimited,20,5,0,0,0,0,0,0,0.0486,0.1807,0.7197,0.051,0,28,male,1,635,2221221222122220000000000,1
326,five,five,4,1,0.0025,0.0067,0.0167,0.0322,0.0333,0.0333,0.4963,0.2933,0.0283,0.031,0.0264,42,male,1,212.34,21222,1
327,all,five,4,1,0,0,0,0,0,0,0,0.3,0.2739,0.4261,0,24,male,1,351.7,22122,1
327,all,prior,0,0,0.0956,0.0964,0.0972,0.0997,0.1024,0.105,0.0967,0.1074,0.1004,0.0992,0,24,male,1,351.7,,1
327,all,unlimited,17,4,0,0,0,0,0,0,0,0,0.5088,0.4912,0,24,male,1,351.7,221221222222122000000,1
328,five,five,4,1,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.3473,0.4757,0.1667,0.0013,24,male,1,207.26,22122,1
329,unlimited,unlimited,13,4,0,0,0,0,0,0,0.0331,0.2729,0.4191,0.275,0,21,female,1,417.69,22212222211222200,1
330,unlimited,unlimited,12,3,0,0,0,0,0,0,0,0.1,0.9,0,0,20,male,1,219.82,122222222112222,1
331,five,five,4,1,0,0.2107,0.1919,0.182,0.1335,0.1,0.067,0.047,0.0337,0.0237,0.0104,21,male,1,199.1,21222,1
332,five,five,4,1,0.0191,0.0261,0.0336,0.0502,0.0984,0.1358,0.1763,0.2065,0.1608,0.0755,0.0176,45,female,1,128.93,21222,1
333,unlimited,unlimited,44,11,0,0,0,0,0,0,0.0393,0.2223,0.5117,0.2267,0,43,female,1,250.04,1222212222221220000000000000000000000000000000000000000,1
334,five,five,4,1,0,0,0,0,0,0,0,0.1525,0.8475,0,0,25,male,1,125.24,12222,1
335,all,five,4,1,0.0326,0.1313,0.2044,0.1646,0.1877,0.0939,0.055,0.0151,0.0427,0.0239,0.0488,33,female,1,268.1,12222,1
335,all,prior,0,0,0.1018,0.0963,0.1343,0.2876,0.1295,0.0478,0.0327,0.0327,0.1133,0.0214,0.0026,33,female,1,268.1,,1
335,all,unlimited,6,1,0.0391,0.0939,0.144,0.2168,0.2074,0.0316,0.0352,0.0759,0.09,0.0528,0.0133,33,female,1,268.1,1222222,1
336,unlimited,unlimited,4,1,0.0332,0.1466,0.1606,0.1082,0.1326,0.0942,0.0052,0.1675,0.0349,0.0157,0.1012,33,male,1,127.06,22122,0
337,all,five,4,1,0.0089,0.7949,0,0,0,0.0685,0,0.0288,0.0453,0.0536,0,46,male,1,561.46,12222,1
337,all,prior,0,0,0.0942,0.0773,0.0938,0.0908,0.0833,0.0831,0.1004,0.0975,0.1036,0.0969,0.079,46,male,1,561.46,,1
337,all,unlimited,20,5,0.0267,0.0267,0.03,0.0012,0,0.0433,0.0447,0.0333,0.7941,0,0,46,male,1,561.46,1222212222122220000000000,1
338,all,five,4,1,0.0172,0.0172,0.0172,0.0172,0.0172,0.0199,0.0172,0.1473,0.0172,0.0172,0.695,39,male,1,453.5,22212,1
338,all,prior,0,0,0.0714,0.1081,0.0598,0.1525,0.1795,0.0347,0.0695,0.1042,0.0927,0.1255,0.0019,39,male,1,453.5,,0
338,all,unlimited,12,3,0,0,0,0,0.0067,0,0,0.9933,0,0,0,39,male,1,453.5,222122221212222,1
339,all,five,4,1,0.0864,0.0097,0.0097,0.0641,0.3992,0.059,0.1342,0.0163,0.1359,0.0453,0.0402,47,female,1,373.21,12222,1
339,all,prior,0,0,0.1415,0,0.1155,0.1527,0.2861,0,0.0095,0.1322,0.0672,0.03,0.0653,47,female,1,373.21,,1
339,all,unlimited,9,3,0.0906,0.1346,0.001,0.1326,0.4961,0.001,0.001,0.1366,0.001,0.0044,0.001,47,female,1,373.21,122221222212,1
340,unlimited,unlimited,5,1,0.0037,0.1007,0.0037,0.0583,0.0037,0.0037,0.016,0.7408,0.0622,0.0037,0.0037,58,male,1,136.24,222212,1
341,all,five,4,1,0.0362,0.1691,0.0821,0.0652,0.1908,0.0338,0.0845,0.0362,0.0483,0.099,0.1546,51,female,1,131.28,22122,0
341,all,prior,0,0,0.009,0.1009,0.0378,0.0144,0.1694,0.1712,0.1189,0.1171,0.0036,0.1027,0.155,51,female,1,131.28,,0
341,all,unlimited,13,3,0.0154,0.1118,0.0461,0.0044,0.0811,0.1798,0.0943,0.0197,0.1096,0.1404,0.1974,51,female,1,131.28,2212221222122220,0
342,unlimited,unlimited,8,2,0,0,0,0,0,0,0,0.0508,0.8957,0.0535,0,24,female,1,204.03,2122222221,1
343,unlimited,unlimited,4,1,0.0714,0.1388,0.1449,0.009,0.1304,0.1085,0.0461,0.0379,0.1641,0.0624,0.0866,52,female,1,102.82,21222,1
344,five,five,4,1,0.0022,0.0011,0.0075,0.0092,0.0169,0.0511,0.1637,0.2628,0.322,0.1632,0.0003,23,male,1,130.1,22122,1
345,five,five,4,1,0.0347,0.0353,0.5954,0.034,0.0346,0.0342,0.0334,0.0333,0.036,0.0362,0.0929,20,male,1,222.04,22221,1
346,five,five,4,1,0.0881,0.0164,0.0799,0.0184,0.084,0.1189,0.1066,0.1865,0.0697,0.1516,0.0799,31,male,1,278.73,12222,0
347,unlimited,unlimited,21,5,0.0882,0.1324,0.1081,0.0483,0,0.1276,0.478,0,0,0,0.0174,30,female,1,303.51,22212221222212200000000000,1
348,all,five,4,1,0.0053,0.0053,0.0467,0.0567,0.0633,0.0833,0.1133,0.1434,0.1562,0.3211,0.0053,30,male,1,281.02,12222,1
348,all,prior,0,0,0.0244,0.0244,0.0443,0.1584,0.1809,0.2136,0.0653,0.112,0.0733,0.0633,0.04,30,male,1,281.02,,1
348,all,unlimited,8,2,0,0,0.0033,0.021,0.05,0.07,0.1067,0.2278,0.2464,0.2748,0,30,male,1,281.02,1222222221,1
349,five,five,4,1,0.022,0.0154,0.1099,0.0967,0.0308,0.0835,0.1429,0.0044,0.1538,0.2154,0.1253,19,male,0,181.42,22212,0
350,all,five,4,1,0.0398,0.0342,0.0346,0.0624,0.1179,0.1447,0.0626,0.1552,0.0923,0.1605,0.0958,19,female,1,281.16,21222,1
350,all,prior,0,0,0.0326,0.0716,0.1236,0.145,0.101,0.1728,0.1029,0.0716,0.0716,0.052,0.055,19,female,1,281.16,,1
350,all,unlimited,30,8,0.0006,0.0006,0.0028,0.0005,0.0171,0.0137,0.0533,0.2267,0.4425,0.2402,0.002,19,female,1,281.16,21222221222212200000000000000000000000,1
351,five,five,4,1,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.3302,0.6638,0.0007,0.0007,24,female,1,97.56,22122,1
352,all,five,4,1,0,0,0,0.0317,0.0304,0.3815,0.035,0.0262,0.4869,0.0083,0,21,female,1,413.47,22221,1
352,all,prior,0,0,0.0511,0.0498,0.049,0.0512,0.0505,0.4959,0.0495,0.0519,0.052,0.0483,0.0508,21,female,1,413.47,,1
352,all,unlimited,13,3,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.4936,0.494,0.0014,0.0014,21,female,1,413.47,2222122212221220,1
353,unlimited,unlimited,8,2,0.0403,0.0316,0,0,0.0636,0.0084,0,0.0636,0.7925,0,0,58,male,0,338.76,2221212222,1
354,all,five,4,1,0.0016,0.0012,0.0027,0.0019,0.1731,0.2161,0.2477,0.1679,0.1834,0.0022,0.0024,43,male,1,230.71,12222,1
354,all,prior,0,0,0.1524,0.139,0.1803,0.1686,0.1595,0.187,0.0034,0.0017,0.0017,0.0019,0.0046,43,male,1,230.71,,1
354,all,unlimited,4,1,0.0078,0.0022,0.003,0.0028,0.0036,0.2815,0.1846,0.2405,0.2208,0.0029,0.0502,43,male,1,230.71,12222,1
355,all,five,4,1,0.1131,0.097,0.0253,0.3975,0.0289,0.0163,0.1113,0.0683,0.0199,0.1203,0.002,62,male,0,271.19,22221,1
355,all,prior,0,0,0.1282,0.014,0.1126,0.3,0.1204,0.0562,0.0359,0.0844,0.1126,0.0265,0.0093,62,male,0,271.19,,1
355,all,unlimited,10,2,0.0925,0.0103,0.0572,0.019,0.3923,0.1072,0.0616,0.0543,0.0234,0.0955,0.0866,62,male,0,271.19,222211222222,1
356,five,five,4,1,0.0007,0.0206,0.0278,0.0315,0.032,0.0458,0.1085,0.157,0.2434,0.3294,0.0032,24,male,1,305.19,12222,1
357,unlimited,unlimited,12,2,0.0005,0.0005,0.0005,0.0005,0.0005,0.0244,0.2125,0.4747,0.2555,0.03,0.0005,40,male,1,148.5,22221122222222,1
358,five,five,4,1,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.1353,0.8467,0.002,21,female,1,140.49,22221,1
359,five,five,4,1,0.01,0.01,0.01,0.01,0.054,0.0711,0.14,0.178,0.394,0.1219,0.0011,37,female,1,131.24,22221,1
360,unlimited,unlimited,8,2,0.0823,0.1342,0.0087,0.0563,0.1667,0.1342,0.1299,0.0238,0.0671,0.0952,0.1017,26,male,0,74.91,1222222212,0
361,five,five,4,1,0.0206,0.0876,0.0206,0.0538,0.4473,0.062,0.0029,0.0896,0.0029,0.1014,0.1113,47,male,1,229.98,22221,1
362,unlimited,unlimited,20,5,0,0,0,0,0,0,0,0.09,0.8213,0.0887,0,27,male,1,400.8,1222222221212220000000000,1
363,all,five,4,1,0.0417,0.0506,0.0373,0.0181,0.0013,0.0269,0.0758,0.5954,0.0565,0.095,0.0013,28,female,1,172.32,12222,1
363,all,prior,0,0,0.0495,0.1336,0.0252,0.0177,0.0999,0.4977,0,0,0.0495,0.0401,0.0869,28,female,1,172.32,,1
363,all,unlimited,11,2,0,0,0.0691,0,0.0126,0.0522,0,0.7969,0,0,0.0691,28,female,1,172.32,1222222221222,1
364,five,five,4,1,0.0098,0.0098,0.0098,0.0098,0.0391,0.0496,0.1419,0.1877,0.3036,0.1933,0.0458,21,male,1,162.94,22212,1
365,all,five,4,1,0.2992,0.1221,0.0077,0.057,0.0077,0.0733,0.1629,0.0977,0.1018,0.0631,0.0077,33,female,1,147.53,22212,1
365,all,prior,0,0,0.3086,0.0867,0.031,0.0649,0.0967,0.0817,0.085,0.031,0.031,0.0967,0.0867,33,female,1,147.53,,1
365,all,unlimited,11,2,0.3579,0.1126,0.1141,0.0414,0,0.0058,0.0723,0,0.125,0.0754,0.0956,33,female,1,147.53,2221221222222,1
366,unlimited,unlimited,8,2,0.1044,0.0975,0.0604,0.1264,0.1319,0.1209,0.1223,0.1016,0.0536,0.0701,0.011,23,female,1,395.75,2221212222,0
367,unlimited,unlimited,26,7,0.0207,0.0207,0.0026,0.0207,0.0207,0.0207,0.0207,0.0207,0.8114,0.0207,0.0207,31,female,1,295.97,122222122222122000000000000000000,1
368,five,five,4,1,0.0091,0.01,0.047,0.2779,0.1555,0.069,0.0948,0.066,0.0867,0.0952,0.0888,32,female,1,234.11,22212,1
369,all,five,4,1,0,0,0,0,0,0,0.001,0,0.999,0,0,48,male,1,155.52,21222,1
369,all,prior,0,0,0,0,0,0,0,0.9983,0.0017,0,0,0,0,48,male,1,155.52,,1
369,all,unlimited,12,4,0,0,0,0,0.0024,0,0.9976,0,0,0,0,48,male,1,155.52,2122221222221220,1
370,all,five,4,1,0,0.0115,0.0394,0.0711,0.1117,0.1517,0.1805,0.234,0.1847,0.0153,0,24,female,1,1882.74,22221,1
370,all,prior,0,0,0.0055,0.0174,0.043,0.0938,0.1955,0.2926,0.1956,0.0943,0.0408,0.0194,0.0022,24,female,1,1882.74,,1
370,all,unlimited,84,21,0.0033,0.0067,0.01,0.0133,0.0185,0.0519,0.1219,0.2451,0.3617,0.1673,0.0004,24,female,1,1882.74,222211222222221000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
371,unlimited,unlimited,4,1,0.0003,0.0003,0.0003,0.0003,0.0614,0.0369,0.0003,0.0003,0.7997,0.0562,0.0439,28,female,1,199.24,12222,1
372,all,five,4,1,0,0,0.0036,0,0,0.9773,0,0,0,0.0191,0,36,female,1,273.52,21222,1
372,all,prior,0,0,0,0,0,0.0607,0,0,0.7973,0,0.0172,0,0.1247,36,female,1,273.52,,1
372,all,unlimited,30,8,0.01,0.01,0.01,0.0143,0.01,0.01,0.01,0.01,0.8957,0.01,0.01,36,female,1,273.52,21222222211222200000000000000000000000,1
373,five,five,4,1,0,0,0,0.0021,0,0,0,0,0.9979,0,0,38,male,1,351.43,22122,1
374,five,five,4,1,0.0318,0.1412,0.0795,0.0417,0.0636,0.1133,0.1809,0.1034,0.0298,0.0517,0.163,31,male,1,53.66,12222,0
375,unlimited,unlimited,9,2,0,0,0,0,0,0,0,0.0091,0.9909,0,0,19,male,1,1062.52,21222221222,1
376,five,five,4,1,0.0034,0.0034,0.0034,0.0034,0.0464,0.0529,0.0835,0.2035,0.5952,0.0016,0.0034,43,female,1,74.27,22221,1
377,all,five,4,1,0.1538,0.0686,0.0104,0.0312,0.0873,0.1663,0,0.185,0.106,0.079,0.1123,19,male,1,194.34,12222,0
377,all,prior,0,0,0.0713,0.113,0.0659,0.1365,0.0025,0.1691,0.0876,0.0423,0.0659,0.1746,0.0713,19,male,1,194.34,,1
377,all,unlimited,9,2,0.0017,0.1017,0.0307,0.0307,0.0307,0.0307,0.0307,0.0307,0.5983,0.0307,0.0833,19,male,1,194.34,12222221222,1
378,all,five,4,1,0.0033,0.0119,0.0006,0.0192,0.0675,0.0971,0.1327,0.203,0.2697,0.1275,0.0675,21,male,1,169.56,22122,1
378,all,prior,0,0,0,0,0.07,0.1063,0.1977,0.2793,0.2167,0.0967,0.0333,0,0,21,male,1,169.56,,1
378,all,unlimited,13,3,0.0033,0.0016,0.0056,0.0023,0.0034,0.07,0.1208,0.1927,0.3014,0.2086,0.0904,21,male,1,169.56,2212222221222210,1
379,all,five,4,1,0.0094,0.0175,0.0273,0.0595,0.1078,0.1485,0.2909,0.1523,0.1024,0.0571,0.0273,33,female,1,603.95,12222,1
379,all,prior,0,0,0.0081,0.0239,0.0668,0.1239,0.1734,0.2057,0.1738,0.1239,0.0678,0.0239,0.0086,33,female,1,603.95,,1
379,all,unlimited,47,11,0,0,0.0003,0.0079,0.0241,0.0537,0.1569,0.278,0.2812,0.1552,0.0427,33,female,1,603.95,1222212222221220000000000000000000000000000000000000000000,1
380,all,five,4,1,0.0622,0.1063,0.015,0.0317,0.0744,0.0622,0.0059,0.2421,0.3094,0.0652,0.0256,27,male,1,207.14,22122,1
380,all,prior,0,0,0.0003,0.0003,0.0003,0.0003,0.1528,0.2362,0.1985,0.168,0.1192,0.1011,0.0229,27,male,1,207.14,,1
380,all,unlimited,4,1,0.0653,0.0361,0.0499,0.0419,0.0195,0.0521,0.0477,0.2573,0.3215,0.0521,0.0565,27,male,1,207.14,22122,1
381,five,five,4,1,0,0,0,0,0.0004,0.9996,0,0,0,0,0,34,male,1,81.52,12222,1
382,unlimited,unlimited,11,2,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.3933,0.4047,0.196,0.0007,21,male,1,108.26,1222222221222,1
383,unlimited,unlimited,13,4,0.0035,0.0063,0.0912,0.0273,0,0.0607,0.1794,0.3047,0.1885,0.1385,0,27,female,1,218.23,21222222212212200,1
384,all,five,4,1,0.0049,0.0333,0.0731,0.1145,0.1636,0.2352,0.1634,0.1153,0.0954,0.0003,0.0009,25,male,1,308.11,22122,1
384,all,prior,0,0,0.0645,0.1077,0,0,0.0563,0.5266,0.1509,0.0542,0,0,0.0398,25,male,1,308.11,,1
384,all,unlimited,21,5,0.0043,0.0006,0.0015,0,0.0006,0.0039,0.0048,0.0508,0.8956,0.0331,0.0048,25,male,1,308.11,22122221222222100000000000,1
385,five,five,4,1,0.0027,0,0,0,0.0397,0.0955,0.2228,0.2896,0.2234,0.0953,0.0311,27,female,1,112.93,22122,1
386,five,five,4,1,0.0171,0.0171,0.0171,0.0009,0.0029,0.0171,0.0171,0.0767,0.7831,0.0496,0.0011,48,male,1,110.91,22212,1
387,unlimited,unlimited,7,1,0.0035,0.1054,0.1554,0.1589,0.0984,0.1105,0.0052,0.152,0.0138,0.0794,0.1174,27,female,1,121.25,12222222,0
388,five,five,4,1,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0191,0.0366,0.7914,0.0191,0.0191,31,male,1,275.38,21222,1
389,five,five,4,1,0.0068,0.0147,0.0405,0.0647,0.0814,0.1124,0.1281,0.172,0.2124,0.1603,0.0068,34,male,1,176.69,22122,1
390,unlimited,unlimited,12,4,0.002,0.005,0.0084,0.0061,0.0045,0.0031,0.0059,0.1954,0.6996,0.0681,0.0017,27,male,1,134.72,2221222221221220,1
391,unlimited,unlimited,10,2,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.2032,0.7938,0.0003,0.0003,21,female,1,137.3,222212221222,1
392,all,five,4,1,0,0.0084,0.0189,0.0264,0.0418,0.059,0.0704,0.1404,0.495,0.1397,0.0001,30,male,1,447.31,21222,1
392,all,prior,0,0,0.0062,0.0425,0.0796,0.1143,0.16,0.197,0.1571,0.1125,0.0806,0.044,0.0062,30,male,1,447.31,,1
392,all,unlimited,24,6,0,0,0,0.003,0,0,0,0,0.997,0,0,30,male,1,447.31,212222222122221000000000000000,1
393,unlimited,unlimited,12,3,0,0,0,0.002,0,0,0,0,0.998,0,0,38,female,1,179.35,221221222212222,1
394,all,five,4,1,0.0003,0.0041,0.0041,0.035,0.0771,0.1084,0.1949,0.2673,0.2357,0.0683,0.0046,23,female,1,406.4,12222,1
394,all,prior,0,0,0.0011,0.0605,0.0466,0.1131,0.2769,0.0178,0.1767,0.2571,0.0355,0.0125,0.0021,23,female,1,406.4,,1
394,all,unlimited,36,10,0.0004,0.0018,0.0002,0.0022,0.0013,0.0002,0,0.3148,0.4956,0.1833,0,23,female,1,406.4,1222221222222120000000000000000000000000000000,1
395,all,five,4,1,0.1075,0.1418,0.0284,0.1448,0.0791,0.0403,0.0209,0.1418,0.1478,0.1239,0.0239,37,male,1,106.12,22122,0
395,all,prior,0,0,0.0548,0.182,0.0039,0.0098,0.0137,0.1918,0.047,0.1703,0.1018,0.0587,0.1663,37,male,1,106.12,,0
395,all,unlimited,10,2,0.1197,0.0462,0.1453,0.0974,0.0137,0.0171,0.0838,0.159,0.1675,0.0051,0.1453,37,male,1,106.12,221222122222,0
396,five,five,4,1,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.3858,0.4209,0.0026,0.0238,22,male,1,164.38,12222,1
397,all,five,4,1,0,0,0,0,0.0017,0,0,0,0.9983,0,0,37,male,1,183.68,21222,1
397,all,prior,0,0,0,0,0,0.0028,0,0.9972,0,0,0,0,0,37,male,1,183.68,,1
397,all,unlimited,25,7,0,0,0,0,0,0.0028,0,0,0.9972,0,0,37,male,1,183.68,21222221222222100000000000000000,1
398,five,five,4,1,0.0484,0.0505,0,0,0,0,0,0.6538,0.1183,0,0.1289,46,male,1,81.3,22122,1
399,unlimited,unlimited,9,2,0.1051,0.0417,0.136,0.1252,0.1422,0.0696,0.0062,0.1221,0.1329,0.0958,0.0232,36,female,1,235.3,22221212222,0
400,unlimited,unlimited,12,3,0.092,0.016,0.076,0.098,0.084,0.122,0.138,0.076,0.042,0.066,0.19,39,female,1,155.84,222122222121222,0
401,unlimited,unlimited,14,3,0.1147,0.0736,0.0779,0.0779,0.039,0.0411,0.1299,0.0411,0.197,0.1883,0.0195,45,female,1,318.6,22221222122212200,0
402,five,five,4,1,0,0,0,0,0,0.03,0.0983,0.1583,0.6802,0.0332,0,28,male,1,159,22221,1
403,five,five,4,1,0,0,0.1417,0,0,0,0.04,0.0181,0.793,0.0072,0,59,male,1,176.99,12222,1
404,five,five,4,1,0.068,0.0143,0,0.0247,0.0125,0.0662,0.5927,0.068,0.0472,0.0645,0.042,48,female,1,111.32,22221,1
405,five,five,4,1,0.0178,0.1925,0.1903,0.0003,0.02,0.1143,0.0728,0.199,0.0309,0.0833,0.0789,34,male,1,106.64,22221,1
406,all,five,4,1,0.001,0.0005,0.0011,0.0024,0.0149,0.0593,0.2528,0.3473,0.2617,0.0569,0.0022,31,female,1,291.6,22212,1
406,all,prior,0,0,0.0012,0.002,0.0084,0.0245,0.1267,0.6948,0.1108,0.0163,0.0125,0.0016,0.0013,31,female,1,291.6,,1
406,all,unlimited,20,5,0.0017,0.0002,0.0004,0.0017,0.0004,0.0018,0.0974,0.2077,0.644,0.0447,0,31,female,1,291.6,2221212222122220000000000,1
407,unlimited,unlimited,5,1,0.0005,0.0064,0.028,0.0064,0.0064,0.0064,0.0064,0.0376,0.798,0.0146,0.0894,58,female,1,182.57,222212,1
408,unlimited,unlimited,14,3,0.01,0.01,0.01,0.01,0.01,0.0408,0.01,0.01,0.4935,0.3857,0.01,23,female,1,195.98,22122212222122200,1
409,five,five,4,1,0,0.0116,0.0216,0.0375,0.0631,0.074,0.1033,0.1848,0.3131,0.1905,0.0005,29,male,1,154.5,21222,1
410,all,five,4,1,0.0197,0.0197,0.0337,0.0197,0.0197,0.0197,0.0197,0.7893,0.0197,0.0197,0.0197,24,male,1,199.76,12222,1
410,all,prior,0,0,0.0737,0.0667,0.0967,0.0967,0.0822,0.0663,0.0826,0.0867,0.1162,0.1163,0.116,24,male,1,199.76,,1
410,all,unlimited,12,3,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0549,0.7984,0.0163,0.0163,24,male,1,199.76,122222212222122,1
411,all,five,4,1,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0667,0.6328,0.2651,0,23,male,1,242.21,22212,1
411,all,prior,0,0,0.0597,0.0017,0.0274,0.0017,0.0017,0.5038,0.0862,0.1212,0.0879,0.0017,0.1072,23,male,1,242.21,,1
411,all,unlimited,12,4,0,0,0,0,0,0,0,0,0.8962,0.1038,0,23,male,1,242.21,2221222212122220,1
412,unlimited,unlimited,12,3,0.0014,0.0951,0.1967,0.697,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,20,female,1,249.77,212222122212222,1
413,unlimited,unlimited,8,2,0.0232,0.0227,0.0243,0.0215,0.024,0.0217,0.0217,0.0199,0.8167,0.003,0.0011,46,female,1,217.22,2212222212,1
414,all,five,4,1,0.023,0.023,0.023,0.0015,0.023,0.023,0.023,0.4481,0.3667,0.023,0.023,18,male,1,220.87,21222,1
414,all,prior,0,0,0,0.0822,0.1611,0.04,0.2685,0.1003,0.08,0.218,0.05,0,0,18,male,1,220.87,,1
414,all,unlimited,16,4,0,0,0,0,0,0,0,0.434,0.26,0.306,0,18,male,1,220.87,21222221222212200000,1
415,five,five,4,1,0.0227,0.0433,0.0163,0.0655,0.0195,0.0007,0.0227,0.0148,0.0007,0.0007,0.7933,23,female,1,111.22,22221,1
416,five,five,4,1,0.0246,0.0329,0.0412,0.0204,0.012,0.012,0.012,0.0246,0.0177,0.7907,0.012,23,female,1,155.04,22212,1
417,unlimited,unlimited,12,3,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.815,0.107,0.0087,0.0087,23,male,1,299.15,221222122222221,1
418,all,five,4,1,0.0015,0.0148,0.0186,0.0462,0.1219,0.2672,0.2792,0.1954,0.0332,0.02,0.002,25,male,1,189.1,22212,1
418,all,prior,0,0,0.028,0.0346,0.0419,0.0629,0.2202,0.2946,0.2188,0.0527,0.022,0.0154,0.0089,25,male,1,189.1,,1
418,all,unlimited,12,3,0.0006,0.0011,0.0024,0.003,0.0015,0.0029,0.1073,0.3376,0.4281,0.1109,0.0048,25,male,1,189.1,222122222122122,1
419,unlimited,unlimited,8,2,0.0061,0.0061,0.0061,0.0061,0.0061,0.0972,0.195,0.379,0.286,0.0061,0.0061,25,female,1,154.84,2212222122,1
420,unlimited,unlimited,14,3,0.0077,0.0006,0.001,0.0053,0.0053,0.0233,0.099,0.2904,0.3787,0.1879,0.0007,35,male,1,228.24,22221222212212200,1
421,unlimited,unlimited,7,2,0.0486,0.0822,0.1196,0.086,0.1458,0.0505,0.0897,0.1533,0.0916,0.0561,0.0766,41,male,1,568.51,212221222,0
422,unlimited,unlimited,8,2,0.0022,0.018,0.0622,0.0243,0,0.0322,0,0.7409,0.08,0.0401,0,34,female,1,249.8,2221222122,1
423,unlimited,unlimited,8,2,0,0,0,0,0,0,0.0838,0.1148,0.6132,0.1153,0.0729,25,female,1,277.14,2222122122,1
424,all,five,4,1,0.0986,0.1557,0.1609,0.1401,0.0208,0.0657,0.0727,0.0242,0.0398,0.1488,0.0727,33,female,1,99.93,22221,0
424,all,prior,0,0,0.0156,0.226,0.0208,0,0.0961,0.1688,0.039,0.0987,0.226,0.0545,0.0545,33,female,1,99.93,,0
424,all,unlimited,4,1,0.1605,0.0289,0.0369,0.1525,0.0401,0.008,0.1477,0.1509,0.122,0.1477,0.0048,33,female,1,99.93,22221,0
425,unlimited,unlimited,8,2,0,0,0,0,0,0,0,0.1637,0.6683,0.168,0,26,male,1,139.68,2221212222,1
426,all,five,4,1,0.0726,0.0784,0.0958,0.121,0,0,0.1036,0.3883,0.0396,0.0493,0.0513,19,female,1,399.13,22122,1
426,all,prior,0,0,0.0441,0.0429,0.026,0.0933,0.1085,0.1145,0.0403,0.0766,0.0932,0.1221,0.2385,19,female,1,399.13,,1
426,all,unlimited,16,4,0.0144,0.0017,0.1089,0.0017,0.0429,0.0017,0.5982,0.0822,0.0679,0.0732,0.0073,19,female,1,399.13,22122222212212200000,1
427,unlimited,unlimited,10,2,0.0049,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.9591,0.004,0.004,25,male,1,257.53,222122122222,1
428,five,five,4,1,0.0008,0.0008,0.0008,0.0008,0.0008,0.063,0.1566,0.2049,0.2872,0.2834,0.0008,18,male,1,349.94,22221,1
429,all,five,4,1,0.0028,0.0067,0.0133,0,0,0.1975,0.178,0.2084,0.28,0.1133,0,21,female,1,205.13,12222,1
429,all,prior,0,0,0.0456,0.1266,0.2128,0.1625,0.0833,0.018,0.083,0.128,0.068,0.0452,0.0271,21,female,1,205.13,,1
429,all,unlimited,10,3,0,0.0247,0.0333,0.0367,0.0233,0.05,0.1543,0.1919,0.2292,0.2566,0,21,female,1,205.13,1222222212212,1
430,unlimited,unlimited,17,4,0.0005,0.0005,0.0005,0.0005,0.0005,0.1333,0.2067,0.3045,0.2567,0.096,0.0005,33,male,1,229.57,221222122222212000000,1
431,five,five,4,1,0.0008,0.003,0.0022,0.0115,0.0604,0.1323,0.2085,0.3197,0.1941,0.0649,0.0025,27,male,1,94.42,22212,1
432,five,five,4,1,0.0489,0.051,0.0489,0.0489,0.0489,0.0489,0.509,0.0489,0.0489,0.0489,0.0489,25,male,1,99.59,21222,1
433,five,five,4,1,0.0107,0.0107,0.0107,0.0132,0.0217,0.0117,0.0969,0.1943,0.5952,0.0189,0.016,19,male,0,235.72,12222,1
434,five,five,4,1,0.0236,0.1532,0.0668,0.1513,0.0354,0.0236,0.0511,0.1356,0.1375,0.1218,0.1002,19,male,1,60.38,22122,0
435,all,five,4,1,0.1216,0.027,0.2072,0.1667,0.1577,0.1757,0.0225,0.009,0.0541,0.0315,0.027,36,female,1,52.44,22122,0
435,all,prior,0,0,0.031,0.0332,0.0929,0.1881,0.0487,0.2168,0.1416,0.0708,0.0531,0.0951,0.0288,36,female,1,52.44,,0
